season,episode,character,dialogue
s04,e24,Rachel Green,"Hi, Pheebs."
s04,e24,Phoebe Buffay,"Oh thank god. Oh, you changed your mind. Oh, look I know you probably want to be alone, and you don't want to talk about it, that's fine. I just want you to know, I think you are doing the right thing and..."
s04,e24,Rachel Green,"Bye, Pheebs."
s04,e24,Phoebe Buffay,Wait!! Where are you going?! What are you doing?! No!! Wait!! God!! Why am I always pregnant when she does that?!
s04,e24,Chandler Bing,"I'd like to toast, Ross and Emily. Of course, my big toast will be tomorrow at the wedding, so this is kind of my little toast or Melba toast, if you will. Okay. I known Ross for a long time. In fact, I knew him when he was going out with his first girlfriend. And I thought things were going to work out for him.. Until the day he over inflated her. Ohh, Dear God.."
s04,e24,Phoebe Buffay,"Oh, hi, Mrs. Waltham. I need to speak with ether one of the best men, or Ross's sister Monica."
s04,e24,Phoebe Buffay,"Oh, I'm Phoebe Buffay. I'm one of Ross's best friends."
s04,e24,Phoebe Buffay,"I got it from your maid. She's a bitch, but I wore her down."
s04,e24,Phoebe Buffay,"Yeah, um, I can't fly. I'm having my brother's babies."
s04,e24,Phoebe Buffay,"No..umm, could I talk to one of them? It's very very important."
s04,e24,Phoebe Buffay,"Ohh! Okay, I'm going to have to kick her ass too."
s04,e24,Chandler Bing,"And I'm sure we're all very excited that Ross and Emily are getting married at Montgomery Hall. I mean to think, my friend getting married in Monty Hall. Ohh, come on!! Monty Hall!! Lets make a Deal!! Come on, you people!! All right, forget it!! Congratulations, Ross and Emily."
s04,e24,Joey Tribbiani,"Hey, best man number two, Joey Tribbiani. Now I'm not good with the jokes like Chandler here. Boy...but ahh, I just want to say congratulation to the happy couple. I first met Ross in this coffee house back home...Home...New York City...Where everybody knows my name. Well anyway, I love you guys. But not as much as I love America. Could we please..go home now?"
s04,e24,Joey Tribbiani,"I'm not going anywhere, sweetheart."
s04,e24,Monica Geller,I was laughing.
s04,e24,Chandler Bing,Out loud?
s04,e24,Monica Geller,Well I didn't want everyone to think I was stupid.
s04,e24,Chandler Bing,So how are you doing?
s04,e24,Monica Geller,"My mother's driving me crazy, but Ross is getting married. I'm happy. I'm not going to let anything spoil that."
s04,e24,Monica Geller,"Well, thanks, we like him."
s04,e24,Ross Geller,"Look, were down to just one point. Could we please, maybe just settle it after the wedding."
s04,e24,Chandler Bing,"The guy was hammered, okay? There's no way, you look like Ross's mother."
s04,e24,Monica Geller,Then why would he say it?
s04,e24,Chandler Bing,Because he's crazy. Okay? He came up to me earlier and thanked me for my very moving performance in Titanic.
s04,e24,Monica Geller,"Oh, my mother's right. I'm never going to get married."
s04,e24,Chandler Bing,"Ahh, you know what? That is....Who wouldn't want you?"
s04,e24,Monica Geller,"Ohh, Please?! I'm a single mom, with a thirty year old son!!"
s04,e24,Rachel Green,"Hi, I'm back. Listen, I need to..."
s04,e24,Rachel Green,Hello. I need to get on the 11 o'clock flight.
s04,e24,Rachel Green,"Okay, you know what? You're going to have to call that plane and tell them to swing around and come and pick me up."
s04,e24,Rachel Green,"Sure, you know what? Come on, we'll just tell them that there was like a problem with like the ""engine""."
s04,e24,Rachel Green,"Look, If I don't get to London!! He is going to marry that other girl!!!"
s04,e24,Rachel Green,"All right, you know what? I am not leaving here, until you call that plane back!!"
s04,e24,Ross Geller,I'm getting married today!! Whoo-hoo!!
s04,e24,Chandler Bing,"Morning, Ross."
s04,e24,Ross Geller,"I'm getting married, to..day!!"
s04,e24,Chandler Bing,Yeah you are!!
s04,e24,Ross Geller,"Ahh, whoo-hoo!!"
s04,e24,Monica Geller,Do you think he knew I was here?
s04,e24,Rachel Green,"Oh. I'm sorry. I'm very sorry. Sorry. It's just, I'm ahh, I'm kinda excited. I'm, ahh, going to London to ahh, tell this guy that I love him and..."
s04,e24,Chandler Bing,Well I've-I've never done that with you before.
s04,e24,Chandler Bing,"So, ahh, how are ya? How ya...How ya... You okay?"
s04,e24,Monica Geller,"Yep, yep...You?"
s04,e24,Chandler Bing,"Yes...Yes..Uh-huh, You? We did you."
s04,e24,Monica Geller,Well...I'd better get going.
s04,e24,Chandler Bing,"Oh yea yea, absolutely."
s04,e24,Monica Geller,Could you not look?
s04,e24,Chandler Bing,I don't want to look.
s04,e24,Phoebe Buffay,"Hey, were the hell have you been?!"
s04,e24,Joey Tribbiani,Hey. I spent the night out. I met this cute bridesmaid. She is so...
s04,e24,Phoebe Buffay,I don't want to hear about her!!
s04,e24,Joey Tribbiani,"Ahh Pheebs, you know you're still my number one girl."
s04,e24,Phoebe Buffay,"No! No, we have an emergency. Okay? Rachel's coming to London."
s04,e24,Joey Tribbiani,Ohh great!!!
s04,e24,Phoebe Buffay,"No it's not great. No, she's coming to tell Ross that she loves him."
s04,e24,Joey Tribbiani,"But, he loves Emily?"
s04,e24,Phoebe Buffay,I KNOW THAT!!! You have to stop her!! She's going to ruin the wedding!!
s04,e24,Phoebe Buffay,"All right, so, okay..."
s04,e24,Joey Tribbiani,Hold on. Hold on. Rachel coming. Do...Something.
s04,e24,Phoebe Buffay,"Okay, so I'm done my part, okay. It's your responsibility now, okay. The burden is off me, right?"
s04,e24,Phoebe Buffay,So tell me about this girl?
s04,e24,Rachel Green,"...And so then I realised. All this stuff I had been doing. proposing to Joshua, lying to Ross about why I couldn't come to the wedding. Was all just a way of..."
s04,e24,Rachel Green,"Ehh, pardon me?"
s04,e24,Rachel Green,But he has to know how I feel!
s04,e24,Rachel Green,Well I-I think your wrong.
s04,e24,Rachel Green,"Well, he doesn't really love her. I mean, it's just a rebound thing from me.... You'll see!"
s04,e24,Joey Tribbiani,Do something..... Something....
s04,e24,Joey Tribbiani,Have you seen Monica?
s04,e24,Chandler Bing,I'm not seeing Monica.
s04,e24,Joey Tribbiani,Look we've got to find her. Phoebe just called!! Rachel's coming to tell Ross she loves him!!
s04,e24,Chandler Bing,Oh my god!
s04,e24,Joey Tribbiani,I know! That's why we got to find Monica!! You know where she is?
s04,e24,Chandler Bing,No!! Okay!! What's with the third degree?! Why don't you just shine a light in my eyes?!
s04,e24,Monica Geller,"Well, I love it. I only hope my wedding looks this good."
s04,e24,Monica Geller,You can let some of them go by!
s04,e24,Joey Tribbiani,"Pisst, Monica. Alright, we really need to start looking out for Rachel. I'll cover the front door. You watch that big hole at the back of the building and I got Chandler covering Ross."
s04,e24,Monica Geller,Why would I care where Chandler is? You know uhh...You know sometimes I don't even like Chandler.
s04,e24,Ross Geller,I do. I do. I do.
s04,e24,Chandler Bing,"Oh yea, your right. It's the second one."
s04,e24,Joey Tribbiani,"Hey, Felicity."
s04,e24,Joey Tribbiani,Fuggetaboutit. How you doin?
s04,e24,Joey Tribbiani,"Oh, yeah."
s04,e24,Ross Geller,"Nothing, nothing. Everything's under control."
s04,e24,Ross Geller,"Okay! Okay! That's it!! Parents!! Parents!! Back away!! All right, this is our wedding day! From now on everyone gets along, and if I hear one more word. NO GRANDCHILDREN! That's right!!"
s04,e24,Ross Geller,It was...This disagreement over... My god. You...you look beautiful.
s04,e24,Ross Geller,"You know what, I think we've had all the bad luck we're going to have."
s04,e24,Ross Geller,My God. Rachel! Your here. I can't believe it. What happen? Why are you here?
s04,e24,Rachel Green,Well I just came... I just needed to tell you... Congratulations.
s04,e24,Phoebe Buffay,Mrs. Waltham. Hi. It's Phoebe again.
s04,e24,Phoebe Buffay,"Yea. Can I please, please, please talk to one of the best men? This is going to be the last time I promise."
s04,e24,Joey Tribbiani,Ohh great!! Hello.
s04,e24,Phoebe Buffay,"Joey, it's Phoebe. Did you stop Rachel?"
s04,e24,Joey Tribbiani,"No, but it's okay. She just came in and gave him a hug, that it."
s04,e24,Phoebe Buffay,So nothing got ruined?
s04,e24,Phoebe Buffay,"Oh that's so great! Ohh, so what's going on now?"
s04,e24,Joey Tribbiani,"Ah, I'm-I'm walking down the aisle...Still walking. I'm about to pass the bridesmaid I hooked up with last night. Hey! I told her ""Hey."" And now I'm at the front with Ross. It's Phoebe. He looks pretty mad. Uh...I'd better go."
s04,e24,Phoebe Buffay,"No!! wait, wait, wait!! Oh please, hold it up so I can listen."
s04,e24,Chandler Bing,What we did last night was....
s04,e24,Chandler Bing,Totally crazy stupid.
s04,e24,Monica Geller,What were we thinking?
s04,e24,Chandler Bing,"I'm coming over tonight though, right?"
s04,e24,Monica Geller,Oh yeah. Definitely.
s04,e24,Ross Geller,I Ross...
s04,e24,Ross Geller,"Take thee, Rachel... Emily. Emily."
s04,e24,Rachel Green,"He-he said Rachel, right? Do you think I should go up there?"
s04,e24,Ross Geller,"I, Ross..."
s04,e24,Ross Geller,"Take thee, Emily. Like there'd be anybody else."
s04,e24,Ross Geller,"As my lawfully wedded wife, in sickness and in health, until death parts us. Really, I do. Emily."
s04,e24,Ross Geller,Happy to.
s04,e24,Joey Tribbiani,"Well, that went well. Yeah."
s04,e24,Chandler Bing,"It could've been worse, he could've shot her."
s04,e24,Ross Geller,"That uh, that was pretty funny. Wasn't it?"
s04,e24,Joey Tribbiani,"Hey, no matter what happens with Ross and Emily, we still get cake right?"
s04,e24,Ross Geller,"That-that-that's all right, no honey, you take your time sweetie. I'll be right out here. She's just fixing her makeup."
s04,e24,Ross Geller,"And, I love you!!"
s04,e24,Ross Geller,"That's true, thanks dad. People should be dancing! Huh? Hey, this is a party! Come on! Joey, dance!!"
s04,e24,Phoebe Buffay,"Uh, hello, this is Ross Geller's personal physician, Dr. Philange."
s04,e24,Phoebe Buffay,"Yeah, I've discovered that Ross forgot to take his brain medicine, uh, now without it, uh, in the brain of Ross, uh women's names are interchangeable, through-through no fault of his own."
s04,e24,Phoebe Buffay,"No, not Phoebe, Dr. Philange. Oh no! You have it too!"
s04,e24,Phoebe Buffay,Hello? What kind of bitch hangs up on a doctor!
s04,e24,Chandler Bing,"Oh wow, I hope you don't take this the wrong way but, I know we had plans to meet up tonight and, ugh, I'm just kinda worried about what it might do to our friendship."
s04,e24,Monica Geller,I know. How could we have let this happen?
s04,e24,Chandler Bing,Seven times!
s04,e24,Monica Geller,"Ugh! Well, y'know, we were away..."
s04,e24,Chandler Bing,"In a foreign, romantic country..."
s04,e24,Monica Geller,I blame London.
s04,e24,Chandler Bing,Bad London!
s04,e24,Monica Geller,"So look umm, while we're st-still in London, I mean, we can keep doing it right?"
s04,e24,Chandler Bing,"Well, I don't see that we have a choice. But, when we're back home, we don't do it."
s04,e24,Monica Geller,Only here.
s04,e24,Chandler Bing,"Y'know, I saw a wine cellar downstairs..."
s04,e24,Monica Geller,I'll meet you there in two minutes.
s04,e24,Rachel Green,"Mon, honey, I gotta ask you something."
s04,e24,Rachel Green,"Ross said my name up there, I mean, come on, I just can't pretend that didn't happen can I?"
s04,e24,Monica Geller,"Oh, I-I don't know."
s04,e24,Rachel Green,"Monica, what should I do?"
s04,e24,Monica Geller,"Just uh, do the right thing."
s04,e24,Monica Geller,Toe the line. Thread the needle. Think outside the box!
s04,e24,Rachel Green,"Whoa, wait, listen, I think I'm just gonna talk to Ross about what he think it meant."
s04,e24,Monica Geller,"Wait. Rachel, no, he's married. Married! If you don't realise that, I can't help you."
s04,e24,Rachel Green,"Okay, you're right. You're right. You can't help me."
s04,e24,Joey Tribbiani,"Hey, what's up?"
s04,e24,Joey Tribbiani,"You and me, next dance?"
s04,e24,Rachel Green,"Oh, you know what? Rachel.. She just left."
s04,e24,Rachel Green,Ra.... Er.. Barbra.
s04,e24,Monica Geller,Where were you? We were supposed to meet in the wine cellar?
s04,e24,Chandler Bing,"Forget it, that's off."
s04,e24,Monica Geller,"Joey, what are you doing? You promised Phoebe you wouldn't eat meat until she has the babies!"
s04,e24,Joey Tribbiani,"Well, I figured we're in another country, so it doesn't count."
s04,e24,Monica Geller,That's true.
s04,e24,Chandler Bing,The man's got a point.
s04,e24,Rachel Green,"Oh, hi!"
s04,e24,Rachel Green,"Hi. Sorry, things aren't working out so well."
s04,e24,Ross Geller,"Oh no! It could be better, but it's gonna be okay, right?"
s04,e24,Rachel Green,"Oh yeah! Of course, I mean, she's gonna get over this, y'know? I mean, so you said my name! Y'know you just said it 'cause you saw me there, if you'd have seen a circus freak, you would've said, ""I take thee circus freak."" Y'know, it didn't mean anything, it's just a mistake. It didn't mean anything. Right?"
s04,e24,Ross Geller,"No! No! Of course it didn't mean anything! I mean, uh well, I can understand why Emily would think it meant something, y'know, because-because it was you..."
s04,e24,Ross Geller,But it absolutely didn't. It didn't!! It didn't!!
s04,e24,Joey Tribbiani,"Ross, hey, the band's ready outside for your first dance with Emily, so..."
s04,e24,Ross Geller,"Oh! Oh-oh, the band's ready! Well, I-I-we gotta do what the band says-I don't care about the stupid band!!"
s04,e24,Joey Tribbiani,You spit on me man!
s04,e24,Ross Geller,"Look, I'm sorry."
s04,e24,Joey Tribbiani,"Emily is kinda taking a long time, huh?"
s04,e24,Rachel Green,"Y'know when I locked myself in the bathroom at my wedding, it was because I was trying to pop the window out of the frame."
s04,e24,Ross Geller,"Oh, right!"
s04,e24,Rachel Green,"Get the hell out of there, y'know?"
s04,e24,Ross Geller,Emily? Emily? I'm coming in.
s04,e24,Rachel Green,"Well, look at that, same thing."
s04,e24,Chandler Bing,"Listen, in the middle of everything if I scream the word, ""Yippee!"" just ignore me."
s04,e24,Monica Geller,"Oh my God, Rachel! Hi!"
s04,e24,Chandler Bing,"Oh, hello Rachel."
s04,e24,Rachel Green,Ross said my name. Okay? My name.
s04,e24,Monica Geller,How did you get in here?
s04,e24,Rachel Green,"If anybody asks, I'm your sister, Joan. Listen. C'mon, you guys. Ross said my name up there that obviously means that he still loves me!"
s04,e24,Chandler Bing,Your sister Joan is crazy.
s04,e24,Rachel Green,"Y'know what? Fine, I don't care. Don't believe me, I know I'm right-do you guys want to go downstairs and get a drink?"
s04,e24,Chandler Bing,"Yes, we do. But, we have to change first."
s04,e24,Monica Geller,"Yes, I want to change. And why-why don't you go down and get us a table?"
s04,e24,Chandler Bing,"Yeah, we'll be down in like five minutes."
s04,e24,Monica Geller,Fifteen minutes.
s04,e24,Rachel Green,"Hello? Oh, Pheebs! It's Phoebe!"
s04,e24,Chandler Bing,"Oh, yay..."
s04,e24,Phoebe Buffay,"Hi, so what happened?"
s04,e24,Rachel Green,"Well, Ross said my name."
s04,e24,Phoebe Buffay,"Yeah, I know, but I don't think that means anything."
s04,e24,Rachel Green,"Okay, Pheebs, y'know what, let's look at this objectively all right? Ninth grade, right? The obsession starts. All right? The summer after ninth grade he sees me in a two-piece for the first time, his obsession begins to grow. So then..."
s04,e24,Chandler Bing,"Hey, listen, why don't we go change in my room?"
s04,e24,Monica Geller,But my clothes are-ohh!
s04,e24,Chandler Bing,"Wow, you look..."
s04,e24,Monica Geller,No time for that!
s04,e24,Joey Tribbiani,"Hey, dude, let me in. I got a girl out here!"
s04,e24,Chandler Bing,"Well, I've got a girl in here."
s04,e24,Joey Tribbiani,"No you don't, I just saw you go in there with Monica!"
s04,e24,Chandler Bing,"Well, we're-we're hanging out in here!"
s04,e24,Joey Tribbiani,"Look, which one of us is gonna be having sex in there, me or you?"
s04,e24,Chandler Bing,"Well, I suppose I'd have to say you!! But, what if we're watching a movie in here?"
s04,e24,Monica Geller,"Which we are, and-and we already paid for it. It's My Giant!"
s04,e24,Joey Tribbiani,My Giant? I love that movie!
s04,e24,Monica Geller,You really think this is okay?
s04,e24,Chandler Bing,"Well, Ross and Emily aren't gonna use it."
s04,e24,Monica Geller,"Oh, it's so beautiful. Ohh! Y'know, I-I don't know if I feel right about this."
s04,e24,Chandler Bing,"Oh Mon-Mon-Mon-Mon-look, this is the honeymoon suite. The room expects sex. The room would be disappointed if it didn't get sex. All of the other honeymoon suites would think it was a loser."
s04,e24,Chandler Bing,"Nope, not under here!"
s04,e24,Monica Geller,You didn't find her?
s04,e24,Ross Geller,"No, I've looked everywhere!"
s04,e24,Chandler Bing,"Well, you couldn't have looked everywhere or else you would've found her!"
s04,e24,Monica Geller,"Yeah, I think you should keep looking!"
s04,e24,Chandler Bing,"Yeah, for about 30 minutes."
s04,e24,Monica Geller,Or 45.
s04,e24,Chandler Bing,"Wow, in 45 minutes you can find her twice."
s04,e24,Ross Geller,"No! For all I know, she's trying to find me but couldn't because I kept moving around. No, from now on, I'm staying in one place. Right here."
s04,e24,Monica Geller,"Well, it's getting late."
s04,e24,Chandler Bing,"Yeah, we're gonna go."
s04,e24,Ross Geller,"Actually, do you guys mind staying here for a while?"
s04,e24,Monica Geller,"Ugh, y'know, umm we gotta get up early and catch that plane for New York."
s04,e24,Chandler Bing,"Yeah, it's a very large plane."
s04,e24,Ross Geller,That's cool.
s04,e24,Chandler Bing,"But, we'll stay here with you."
s04,e24,Ross Geller,"Thanks guys! I really appreciate this, y'know, but you don't have to rub my butt."
s04,e24,Chandler Bing,We have to leave for New York in an hour.
s04,e24,Monica Geller,"I know, I've been looking at those doors, they look pretty sound proof, don't you think?"
s04,e24,Chandler Bing,"We can't do that that's insane. I mean 'A' he could wake up and 'B' y'know, let's go for it."
s04,e24,Ross Geller,Em-Emily? Em-Emily? Emily!
s04,e24,Ross Geller,"Wait, well wh-wh-wh-where is she?"
s04,e24,Rachel Green,"Hey-hey, you guys oh hurry up, get some, there's a whole cart outside..."
s04,e24,Ross Geller,"Now, hold on! Hold on! Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I'm gonna be at that airport and I hope that she'll be there too! Oh yeah, I said Rachel's name, but it didn't mean anything, Okay? She's-she's just a friend and that's all! That's all! Now just tell Emily that I love her and that I can't imagine spending my life with anyone else. Please, promise me that you'll tell her that."
s04,e24,Monica Geller,"Y'know, maybe it's best that we never got to do it again."
s04,e24,Chandler Bing,"Yeah, it kinda makes that-that one night special. Y'know, technically we still are over international waters."
s04,e24,Monica Geller,"I'm gonna go to the bathroom, maybe I'll see you there in a bit?"
s04,e24,Joey Tribbiani,Can I ask you something?
s04,e24,Chandler Bing,"Uhh, no."
s04,e24,Joey Tribbiani,"Felicity and I, we're watching My Giant, and I was thinking, ""I'm never gonna be as good an actor as that giant."" Do you think I'm just wasting my life with this acting thing?"
s04,e24,Joey Tribbiani,"I mean, the giant is like five years younger than me, y'know, you think I'll ever get there?"
s04,e24,Joey Tribbiani,Thanks man.
s04,e24,Chandler Bing,Okay man.
s04,e24,Joey Tribbiani,But what about how much taller he is than me?
s04,e24,Joey Tribbiani,"I mean, there's no way I can make myself taller now, y'know? And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?"
s04,e24,Joey Tribbiani,"Hey, Monica, wow you've been in the bathroom for like a half-hour."
s04,e24,Monica Geller,I know!
s04,e24,Joey Tribbiani,"Had the beef-tips, huh?"
s04,e24,Ross Geller,Rach! Rach!
s04,e24,Ross Geller,"Hi! What are you, what are you doing here?"
s04,e24,Rachel Green,"Well, I-I-I've been on Standby for a flight home for hours."
s04,e24,Rachel Green,"Ohh, so no sign of Emily huh?"
s04,e24,Ross Geller,Not yet.
s04,e24,Rachel Green,"So umm, what time are you supposed to leave?"
s04,e24,Ross Geller,Pretty soon I guess.
s04,e24,Rachel Green,Yeah. I'm sorry.
s04,e24,Ross Geller,"I just, I don't understand, I mean, how-how can she do this? Y'know, what, am I, am I like a complete idiot for thinking that she'd actually show up?"
s04,e24,Rachel Green,"No, you're not an idiot, Ross. You're a guy very much in love."
s04,e24,Ross Geller,Same difference.
s04,e24,Ross Geller,"I get it! Well, that's that."
s04,e24,Rachel Green,"No, you know what, I think you should go."
s04,e24,Rachel Green,"Yeah, I do. I think you should go, by yourself, get some distance, clear your head, I think it'd be really good."
s04,e24,Ross Geller,"Oh, I don't, I don't, I don't know..."
s04,e24,Rachel Green,"Oh, come on Ross! I think it would be really good for you!"
s04,e24,Ross Geller,"I could, yeah, I can do that."
s04,e24,Ross Geller,"I can't, I can't even believe her! No, y'know what, I am, I am gonna go!"
s04,e24,Ross Geller,"I know, why not?"
s04,e24,Rachel Green,"Okay, I'll see you back at home, if I ever get a flight out of here."
s04,e24,Ross Geller,"Yeah, well...nah."
s04,e24,Rachel Green,"What? Wait, what?"
s04,e24,Ross Geller,"Why don't you come, I mean, I-I have two tickets, why not?"
s04,e24,Rachel Green,"Well-well, I don't know Ross-really?"
s04,e24,Ross Geller,"Yeah, yeah, it'll be great! You can, you can lay on the beach and I can cry over my failed marriage. See-see how I make jokes?"
s04,e24,Ross Geller,"No really, I mean, I mean, God, I could use a friend."
s04,e24,Rachel Green,"Oh wow, uh okay, uh maybe. Umm, yes, I can do that!"
s04,e24,Rachel Green,All right!
s04,e24,Ross Geller,Come on! Here.
s04,e24,Rachel Green,"Oh, okay, we're going. Yeah."
s04,e24,Ross Geller,Ah! Ah! I forgot my jacket!
s04,e24,Rachel Green,"Oh, wait-wait-wait..."
s04,e24,Ross Geller,You tell them to wait!
s04,e24,Rachel Green,Okay. Wait! Wait!
s04,e24,Ross Geller,Oh no-no-no! Oh-no! No! No! Emily!
s04,e24,Rachel Green,"Ahh, yes, I will have a glass of the Merlot"
s04,e24,Rachel Green,"And uh, he will have a white wine spritzer."
s04,e24,Rachel Green,"All right. Woo! Hey, look at that, the airport's moving. Hey, are we moving?! Are we moving? Why are we moving? They said they were gonna wait! Miss? Yeah, does the captain know that we're moving? Oh my... Ross, you better be under the wheels of this thing!!"
s04,e24,Phoebe Buffay,You ate meat! You had sex!
s04,e24,Chandler Bing,No we didn't!
s04,e24,Phoebe Buffay,"I know you didn't, I was talking about Monica."
s04,e24,Monica Geller,"Phoebe, I did not have sex."
s04,e24,Phoebe Buffay,This pregnancy is throwing me all off.
s04,e24,Joey Tribbiani,"All right, I'm gonna go say hi the chick and the duck."
s04,e24,Phoebe Buffay,"Oh, me too!"
s04,e24,Joey Tribbiani,"Why would you need to say hi to them, you've been feeding them for four days?"
s04,e24,Phoebe Buffay,"Oh right, maybe I'll just go home."
s04,e24,Monica Geller,"Well, we certainly are alone."
s04,e24,Chandler Bing,"Yes! Good thing we have that, 'Not in New York' rule."
s04,e24,Monica Geller,"Right. Umm, listen since we're-we-re on that subject, umm, I just wanted to tell you that uh, well, I-I was going through a really hard time in London, what with my brother getting married and that guy thinking I was Ross's mother..."
s04,e24,Monica Geller,"Well, an-anyway, I just-that night meant a lot to me, I guess I'm just trying to say thanks."
s04,e24,Chandler Bing,"Oh. Y'know, that night meant a lot to me too, and it wasn't because I was in a bad place or anything, it just meant a lot to me 'cause, you're really hot! Is that okay?"
s04,e24,Monica Geller,That's okay.
s04,e24,Chandler Bing,And I'm cute too.
s04,e24,Monica Geller,And you're cute too.
s04,e24,Chandler Bing,"Thank you! All right, I gotta go unpack."
s04,e24,Chandler Bing,"I'm still on London time, does that count?"
s04,e24,Monica Geller,That counts!
s04,e24,Chandler Bing,"Oh, good!"
s05,e01,Ross Geller,I Ross...
s05,e01,Ross Geller,"Take thee, Rachel... Emily. Emily."
s05,e01,Rachel Green,"He-he said Rachel, right? Do you think I should go up there?"
s05,e01,Ross Geller,"I, Ross..."
s05,e01,Ross Geller,"Take thee, Emily. Like there'd be anybody else."
s05,e01,Ross Geller,"As my lawfully wedded wife, in sickness and in health, until death parts us. Really, I do. Emily."
s05,e01,Ross Geller,Happy too.
s05,e01,Joey Tribbiani,"Well, that went well. Yeah."
s05,e01,Chandler Bing,"It could've been worse, he could've shot her."
s05,e01,Ross Geller,"That uh, that was pretty funny. Wasn't it?"
s05,e01,Joey Tribbiani,"Hey, no matter what happens with Ross and Emily, we still get cake right?"
s05,e01,Ross Geller,"That-that-that's all right, no honey, you take your time sweetie. I'll be right out here. She's just fixing her makeup."
s05,e01,Ross Geller,"And, I love you!!"
s05,e01,Ross Geller,"That's true, thanks dad. People should be dancing! Huh? Hey, this is a party! Come on! Joey, dance!!"
s05,e01,Phoebe Buffay,"Uh, hello, this is Ross Geller's personal physician, Dr. Philange."
s05,e01,Phoebe Buffay,"Yeah, I've discovered that Ross forgot to take his brain medicine, uh, now without it, uh, in the brain of Ross, uh women's names are interchangeable, through-through no fault of his own."
s05,e01,Phoebe Buffay,"No, not Phoebe, Dr. Philange. Oh no! You have it too!"
s05,e01,Chandler Bing,"Oh wow, I hope you don't take this the wrong way but, I know we had plans to meet up tonight and, ugh, I'm just kinda worried about what it might do to our friendship."
s05,e01,Monica Geller,I know. How could we have let this happen?
s05,e01,Chandler Bing,Seven times!
s05,e01,Monica Geller,"Ugh! Well, y'know, we were away..."
s05,e01,Chandler Bing,"In a foreign, romantic country..."
s05,e01,Monica Geller,I blame London.
s05,e01,Chandler Bing,Bad London!
s05,e01,Monica Geller,"So look umm, while we're st-still in London, I mean, we can keep doing it right?"
s05,e01,Chandler Bing,"Well, I don't see that we have a choice. But, when we're back home, we don't do it."
s05,e01,Monica Geller,Only here.
s05,e01,Chandler Bing,"Y'know, I saw a wine cellar downstairs..."
s05,e01,Monica Geller,I'll meet you there in two minutes.
s05,e01,Rachel Green,"Mon, honey, I gotta ask you something."
s05,e01,Rachel Green,"Ross said my name up there, I mean, come on, I just can't pretend that didn't happen can I?"
s05,e01,Monica Geller,"Oh, I-I don't know."
s05,e01,Rachel Green,"Monica, what should I do?"
s05,e01,Monica Geller,"Just uh, do the right thing."
s05,e01,Monica Geller,Toe the line. Thread the needle. Think outside the box!
s05,e01,Rachel Green,"Whoa, wait, listen, I think I'm just gonna talk to Ross about what he think it meant."
s05,e01,Monica Geller,"Wait. Rachel, no, he's married. Married! If you don't realize that, I can't help you."
s05,e01,Rachel Green,"Okay, you're right. You're right. You can't help me."
s05,e01,Joey Tribbiani,"Hey, what's up?"
s05,e01,Monica Geller,Where were you? We were supposed to meet in the wine cellar?
s05,e01,Chandler Bing,"Forget it, that's off."
s05,e01,Monica Geller,"Joey, what are you doing? You promised Phoebe you wouldn't eat meat until she has the babies!"
s05,e01,Joey Tribbiani,"Well, I figured we're in another country, so it doesn't count."
s05,e01,Monica Geller,That's true.
s05,e01,Chandler Bing,The man's got a point.
s05,e01,Rachel Green,"Oh, hi!"
s05,e01,Rachel Green,"Hi. Sorry, things aren't working out so well."
s05,e01,Ross Geller,"Oh no! It could be better, but it's gonna be okay, right?"
s05,e01,Rachel Green,"Oh yeah! Of course, I mean, she's gonna get over this, y'know? I mean, so you said my name! Y'know you just said it 'cause you saw me there, if you'd have seen a circus freak, you would've said, ""I take thee circus freak."" Y'know, it didn't mean anything, it's just a mistake. It didn't mean anything. Right?"
s05,e01,Ross Geller,"No! No! Of course it didn't mean anything! I mean, uh well, I can understand why Emily would think it meant something, y'know, because-because it was you..."
s05,e01,Ross Geller,But it absolutely didn't. It didn't!! It didn't!!
s05,e01,Joey Tribbiani,"Ross, hey, the band's ready outside for your first dance with Emily, so..."
s05,e01,Ross Geller,"Oh! Oh-oh, the band's ready! Well, I-I-we gotta do what the band says-I don't care about the stupid band!!"
s05,e01,Joey Tribbiani,You spit on me man!
s05,e01,Ross Geller,"Look, I'm sorry."
s05,e01,Joey Tribbiani,"Emily is kinda taking a long time, huh?"
s05,e01,Rachel Green,"Y'know when I locked myself in the bathroom at my wedding, it was because I was trying to pop the window out of the frame."
s05,e01,Ross Geller,"Oh, right!"
s05,e01,Rachel Green,"Get the hell out of there, y'know?"
s05,e01,Ross Geller,Emily? Emily? I'm coming in.
s05,e01,Rachel Green,"Well, look at that, same thing."
s05,e01,Chandler Bing,"Listen, in the middle of everything if I scream the word, ""Yippee!"" just ignore me."
s05,e01,Monica Geller,"Oh my God, Rachel! Hi!"
s05,e01,Chandler Bing,"Oh, hello Rachel."
s05,e01,Rachel Green,"Ross said my name. Okay? My name. Ross said my name up there that obviously means that he still loves me! Okay, don't believe me, I know I'm right-do you guys want to go downstairs and get a drink?"
s05,e01,Chandler Bing,"Yes, we do. But, we have to change first."
s05,e01,Monica Geller,"Yes, I want to change. And why-why don't you go down and get us a table?"
s05,e01,Chandler Bing,"Yeah, we'll be down in like five minutes."
